material_id,formula,battery_family,india_feasibility_score,india_decision_label,target_is_stable,improved_pca_1,improved_pca_2,improved_pca_3,improved_pca_4,improved_pca_5,improved_pca_6,improved_pca_7,improved_pca_8
mp-3202121,LiTiPtRh,Other lithium material,63,Caution,1,0.030365,0.602525,0.456115,0.50939,0.49333,0.563246,0.699626,0.446456
mp-3212582,LiSc(IO3)4,Other lithium material,61,Caution,1,0.617931,0.275597,0.040489,0.783885,0.338681,0.577055,0.50082,0.418243
mp-754303,Li2MnFe3O8,LMO-family,83,Research Candidate,0,0.621183,0.850966,0.423775,0.548655,0.852735,0.355856,0.614228,0.282691
mp-3201482,NaLiMgSe2,Other lithium material,61,Caution,1,0.273516,0.287375,0.317766,0.499506,0.496945,0.805461,0.440495,0.271092
mp-861725,LiTl2Rh,Other lithium material,61,Caution,1,0.014689,0.607605,0.460298,0.501294,0.495901,0.563849,0.694134,0.450978
mp-3239876,LiCe(GeAu)2,Other lithium material,61,Caution,1,0.133698,0.550898,0.473062,0.684169,0.481019,0.61668,0.40502,0.287277
mp-758945,Li5CuHO4,Other lithium material,51,Caution,0,0.50177,0.259336,0.307415,0.655713,0.399514,0.579624,0.622991,0.280004
mp-764760,LiVOF3,Other lithium material,49,Caution,0,0.523888,0.1895,0.277634,0.679826,0.438194,0.70939,0.59042,0.595281
mp-780568,Li4Fe2(PO4)3,LFP-family,96,Recommend,0,0.533992,0.631442,0.490316,0.674706,0.439782,0.408355,0.516764,0.028531
mp-3211656,LiY6IrBr12,Other lithium material,61,Caution,1,0.301151,0.587618,0.225356,0.908673,0.421361,0.63382,0.219551,0.443716
mp-1192210,LiDySn,Other lithium material,61,Caution,1,0.2219,0.233305,0.339692,0.346844,0.513277,0.49081,0.190376,0.413747
mp-11806,LiMgSnPt,Other lithium material,61,Caution,1,0.015156,0.503454,0.465755,0.357873,0.507017,0.249089,0.443696,0.581407
mp-3211823,Ba3Na2(LiSb2)2,Other lithium material,61,Caution,1,0.425609,0.204751,0.677141,0.682138,0.579031,0.867144,0.368956,0.388581
mp-759926,Li2Ti(BO3)2,LTO-family,75,Research Candidate,0,0.77872,0.267287,0.67477,0.579093,0.537567,0.635192,0.553482,0.119884
mp-15797,LiErSe2,Other lithium material,61,Caution,1,0.243779,0.204675,0.334204,0.348773,0.513881,0.49038,0.183703,0.417478
mp-13322,LiGeRh2,Other lithium material,61,Caution,1,0.002395,0.506156,0.469102,0.349903,0.509906,0.248374,0.440752,0.588467
mp-849361,LiVF5,Other lithium material,47,Caution,0,0.426185,0.140157,0.648156,0.684298,0.620944,0.990508,0.350852,0.712863
mp-26701,Li3Sn2(PO4)3,Other lithium material,55,Caution,0,0.624134,0.126503,0.639345,0.736459,0.481885,0.615094,0.62408,0.389541
mp-557268,KLi4AlO4,Other lithium material,61,Caution,1,0.61486,0.006236,0.64311,0.572775,0.495568,0.299,0.370069,0.522455
mp-552588,LiNbO3,Other lithium material,53,Caution,0,0.434157,0.150967,0.303486,0.416794,0.416491,0.241645,0.434098,0.418698
mp-765512,Li2CuF5,Other lithium material,47,Caution,0,0.183367,0.490118,0.459577,0.769477,0.523,0.762488,0.315643,0.618664
mp-756590,Li2VFe3O8,Other lithium material,54,Caution,0,0.448997,0.268293,0.295463,0.579828,0.399434,0.558399,0.693001,0.273998
mp-760236,Li2VCrP2(O4F)2,Other lithium material,59,Caution,1,0.629605,0.254369,0.012312,0.819567,0.371822,0.702308,0.503197,0.723793
mp-1175358,Li7Mn5O12,LMO-family,80,Research Candidate,0,0.784768,0.728961,0.777565,0.717059,0.938046,0.416294,0.531663,0.407437
mp-504354,LiBi(PO3)4,Other lithium material,63,Caution,1,0.632757,0.09306,0.629957,0.71631,0.481841,0.611953,0.627521,0.385944
mp-4426,Li4SeO5,Other lithium material,61,Caution,1,0.598685,0.030801,0.653718,0.58282,0.498303,0.302545,0.358495,0.530718
mp-770400,Li2AlNiO4,Other lithium material,47,Caution,0,0.620172,0.137344,0.642422,0.742068,0.481756,0.616538,0.622137,0.389443
mp-18220,LiAlSiO4,Silicon-family,87,Research Candidate,1,0.61642,0.254857,0.327789,0.256816,0.469224,0.262103,0.360894,0.138925
mp-1195757,Li2Sn(H5O4)2,Other lithium material,61,Caution,1,0.612305,0.005175,0.64304,0.570275,0.495165,0.300299,0.367206,0.518845
mp-27115,LiMoPO5,Other lithium material,53,Caution,0,0.523412,0.240422,0.306015,0.668993,0.399863,0.582903,0.607373,0.282966
mp-1225887,CsLiZnS2,Li-S or sulfide-family,78,Research Candidate,1,0.443237,0.433634,0.35994,0.373304,0.552486,0.834496,0.342945,0.002909
mp-3887,Li3GaN2,Other lithium material,61,Caution,1,0.144591,0.24489,0.316141,0.173577,0.525515,0.440821,0.466138,0.570387
mp-1178044,Li2Cr3NiO8,Other lithium material,47,Caution,0,0.496511,0.253052,0.303396,0.640113,0.399601,0.575309,0.635197,0.279222
mp-3229928,LiTiPt6,Other lithium material,63,Caution,1,0.148313,0.544411,0.480752,0.710302,0.484035,0.625411,0.369521,0.297539
mp-17510,LiGa(WO4)2,Other lithium material,55,Caution,0,0.61226,0.015575,0.645874,0.578604,0.495504,0.300295,0.368056,0.522842
mp-1111072,Li3MnF6,Other lithium material,45,Caution,0,0.110639,0.694968,0.418755,0.477184,0.719256,0.697736,0.683183,1.0
mp-1097264,BaSrLi2,Other lithium material,46,Caution,0,0.291654,0.314716,0.341589,0.573855,0.498833,0.830657,0.363389,0.277336
mp-1031514,LiMg6AlO8,Other lithium material,51,Caution,0,0.492839,0.196187,0.281222,0.573838,0.39986,0.559521,0.673224,0.273437
mp-3248856,LiLaH6Os,Other lithium material,61,Caution,1,0.162306,0.340987,0.300531,0.317342,0.508763,0.752204,0.736784,0.425683
mp-754051,LiFeF3,Other lithium material,45,Caution,0,0.260215,0.28172,0.306678,0.541828,0.538565,0.93741,0.407955,0.598983
mp-3252420,Li3Pr3HgAs2,Other lithium material,51,Caution,1,0.243971,0.331348,0.325474,0.498188,0.496745,0.803111,0.457655,0.271561
mp-861629,LiMnPd2,Other lithium material,64,Caution,1,0.105239,0.741108,0.446303,0.459454,0.680039,0.573877,0.694069,0.679522
mp-961703,NaLiPt,Other lithium material,46,Caution,0,0.142333,0.377349,0.314624,0.334291,0.511362,0.757517,0.722447,0.433944
mp-763447,Li5Ti2Co5O12,LCO-family,43,Avoid / Benchmark,0,0.889153,0.469993,0.848554,0.432029,0.142721,0.758985,0.468521,0.380253
mp-5853,LiSi2N3,Other lithium material,63,Caution,1,0.322895,0.140466,0.334584,0.412073,0.513733,0.512898,0.099232,0.417807
mp-754966,Li2MnF6,Other lithium material,60,Caution,1,0.366819,0.378326,0.284128,0.488106,0.722694,0.946648,0.402981,0.824679
mp-766971,Li4CrS4,Li-S or sulfide-family,68,Research Candidate,0,0.459341,0.449211,0.375971,0.424524,0.555509,0.848667,0.294484,0.016265
mp-3201968,K4LiBi2Au,Other lithium material,61,Caution,1,0.427474,0.192361,0.673833,0.673962,0.578802,0.866797,0.368414,0.385418
mp-977119,Li3Be,Other lithium material,36,Caution,0,0.097985,0.561461,0.479753,0.659888,0.48637,0.614619,0.403779,0.297476
mp-3250655,BaLi2Nd2Al7,Other lithium material,61,Caution,1,0.131586,0.552095,0.47318,0.682761,0.480903,0.616762,0.405434,0.286264
mp-759040,LiMn2(PO3)5,LMO-family,82,Research Candidate,0,0.931429,0.447753,0.612383,0.516803,0.950867,0.601299,0.582229,0.379824
mp-29364,Li5SbO5,Other lithium material,61,Caution,1,0.602961,0.023424,0.65203,0.581426,0.498411,0.302135,0.357909,0.531142
mp-3229967,Li3Dy3Si2Hg,Other lithium material,53,Caution,1,0.120059,0.555451,0.470876,0.667119,0.48096,0.611934,0.421341,0.285719
mp-1192111,LiEr(WO4)2,Other lithium material,61,Caution,1,0.615297,0.009663,0.644127,0.576126,0.495698,0.299078,0.370025,0.523974
mp-3245894,Li4DyUS6,Li-S or sulfide-family,78,Research Candidate,1,0.588807,0.33145,0.709533,0.522992,0.634898,0.88681,0.2962,0.119613
mp-1235567,LiV4O8,Other lithium material,46,Caution,0,0.615046,0.145161,0.649656,0.751301,0.484711,0.619925,0.606854,0.398634
mp-761221,LiFe2(BO3)2,Other lithium material,54,Caution,0,0.615158,0.302855,0.047838,0.803211,0.339305,0.577616,0.502211,0.42631
mp-1185325,LiCa2Pb,Other lithium material,45,Caution,0,0.015739,0.606749,0.459998,0.501339,0.496016,0.563374,0.695051,0.451892
mp-757325,Li3Ti(PO4)2,LTO-family,77,Research Candidate,0,0.769121,0.301991,0.684379,0.599093,0.53759,0.638305,0.550463,0.123364
mp-3249758,LiSmNi4,Other lithium material,57,Caution,1,0.019987,0.605649,0.460974,0.507449,0.495965,0.565382,0.688598,0.451877
mp-15820,LiHoGe,Other lithium material,61,Caution,1,0.09818,0.456479,0.484312,0.513821,0.497685,0.298236,0.157623,0.429317
mp-3252978,LiNdAlGa2,Other lithium material,61,Caution,1,0.157737,0.543118,0.477143,0.714836,0.481068,0.625453,0.375196,0.289637
mp-756431,Li2CuSnO4,Other lithium material,51,Caution,0,0.496106,0.25978,0.305852,0.646791,0.399541,0.576994,0.631393,0.279574
mp-3209068,Li3MgAs6Pd7,Other lithium material,51,Caution,1,0.132342,0.551478,0.472963,0.682794,0.480985,0.61642,0.406095,0.286922
mp-1120720,Li3InBr6,Other lithium material,53,Caution,0,0.262033,0.290699,0.321526,0.493773,0.499903,0.804988,0.436636,0.27894
mp-675779,Li2Mo3S4,Li-S or sulfide-family,78,Research Candidate,1,0.568893,0.498973,0.118289,0.574223,0.495006,0.848251,0.170972,0.160604
mp-1176183,Li9Mn2Co5O16,LCO-family,43,Avoid / Benchmark,0,0.843731,0.999684,0.386017,0.616459,0.168496,0.538025,0.316864,0.658808
mp-3249593,LiNdMgHg,Other lithium material,51,Caution,1,0.151266,0.37943,0.311207,0.339228,0.50873,0.755851,0.733017,0.429038
mp-3305163,LiCoPtO4,LCO-family,51,Avoid / Benchmark,1,0.766688,0.564532,0.503149,0.312492,0.060232,0.715895,0.4845,0.26482
mp-780850,Li3Mn4(BO3)4,LMO-family,82,Research Candidate,0,0.909687,0.666283,0.031934,0.6053,0.80843,0.566347,0.460279,0.421584
mp-775890,Li7V6(OF)12,Other lithium material,49,Caution,0,0.608306,0.278054,0.026698,0.82903,0.377639,0.706496,0.48288,0.741118
mp-12448,LiSm2OsO6,Other lithium material,61,Caution,1,0.60389,0.052552,0.655789,0.600688,0.495858,0.302253,0.367949,0.529364
mp-1174992,Li7Mn2(CoO4)3,LCO-family,44,Avoid / Benchmark,0,0.84418,0.999318,0.385888,0.616478,0.168545,0.537822,0.317257,0.659199
mp-16181,Li6Ca12Re4N16O3,Other lithium material,61,Caution,1,0.208414,0.458521,0.433274,0.430529,0.406609,0.0,0.703268,0.574811
mp-37480,LiSbSe2,Other lithium material,55,Caution,0,0.261681,0.321928,0.33341,0.527355,0.49961,0.813601,0.416502,0.280637
mp-1293011,Li2VOF3,Other lithium material,47,Caution,0,0.61419,0.259241,0.021435,0.818639,0.377723,0.704476,0.485223,0.740069
mp-861716,Li2Fe2(SiO3)3,Silicon-family,80,Research Candidate,0,0.619869,0.390332,0.328538,0.428651,0.455255,0.580801,0.61072,0.005017
mp-893219,Li5Mn6(BO3)6,LMO-family,75,Research Candidate,0,0.909145,0.666264,0.032149,0.605385,0.808285,0.567062,0.45853,0.42038
mp-557892,BaLi(BS2)3,Li-S or sulfide-family,78,Research Candidate,1,0.57465,0.216084,0.714226,0.357959,0.648356,0.571088,0.042832,0.250793
mp-753223,LiVSiO4,Silicon-family,77,Research Candidate,0,0.655947,0.387806,0.337609,0.483216,0.455459,0.595103,0.563695,0.010759
mp-1175317,Li7Mn5O12,LMO-family,82,Research Candidate,0,0.77803,0.891522,0.181481,0.772525,0.795572,0.376108,0.41527,0.443526
mp-759186,LiVF5,Other lithium material,47,Caution,0,0.427273,0.13589,0.646982,0.681778,0.620929,0.990171,0.351128,0.712321
mp-1174632,Li4MnCo2O7,LCO-family,44,Avoid / Benchmark,0,0.969636,0.764608,0.237658,0.440513,0.184127,0.728728,0.353051,0.642267
mp-753754,LiVSiO4,Silicon-family,77,Research Candidate,0,0.776796,0.272901,0.676354,0.582083,0.537518,0.635877,0.552609,0.119991
mp-3261285,LiHo3Ir8,Other lithium material,61,Caution,1,0.130718,0.550089,0.47775,0.687814,0.484002,0.618962,0.391422,0.295838
mp-3253300,Li2NdAgAs2,Other lithium material,51,Caution,1,0.263565,0.31895,0.326605,0.516896,0.496794,0.808889,0.436485,0.272761
mp-559584,LiCaNiF6,Other lithium material,53,Caution,1,0.124914,0.405114,0.455104,0.551085,0.533977,0.426355,0.137969,0.743186
mp-752946,Li2CoSiO4,LCO-family,45,Avoid / Benchmark,0,0.893398,0.445963,0.840852,0.413377,0.142839,0.754866,0.476397,0.378588
mp-1022597,LiMg6Zn,Other lithium material,51,Caution,0,0.191148,0.531815,0.489198,0.768118,0.483849,0.643145,0.310938,0.299758
mp-6270,Ba2LiReO6,Other lithium material,61,Caution,1,0.332517,0.209511,0.283864,0.243075,0.425746,0.187177,0.739825,0.569368
mp-1111291,Li3AlF6,Other lithium material,46,Caution,0,0.167822,0.253181,0.263999,0.301933,0.550924,0.871072,0.727441,0.749516
mp-3323200,Li4IrO5,Other lithium material,61,Caution,1,0.601366,0.317291,0.055675,0.807142,0.341974,0.580457,0.491084,0.433043
mp-766018,Li2Mn(CO3)2,LMO-family,82,Research Candidate,0,0.921507,0.619153,0.019157,0.577791,0.80816,0.563164,0.461935,0.414833
mp-1211106,LiPr2RuO6,Other lithium material,61,Caution,1,0.617749,0.153667,0.646777,0.752862,0.482062,0.616978,0.622887,0.393653
mp-3223992,Li4Tb(SmPb2)2,Other lithium material,51,Caution,1,0.183911,0.534384,0.481342,0.74757,0.481179,0.63457,0.343851,0.292619
mp-25388,Li(NiO2)2,Other lithium material,49,Caution,0,0.202841,0.562021,0.431651,0.573552,0.398587,0.315384,0.945026,0.453567
mp-1290870,Li3Mn(PO4)2,LMO-family,86,Research Candidate,0,0.914846,0.648634,0.027026,0.595312,0.808458,0.564629,0.462102,0.420155
mp-3206970,LiPdRhF6,Other lithium material,57,Caution,1,0.261498,0.270351,0.297779,0.524596,0.53533,0.933375,0.425635,0.58667
mp-801254,LiVFe(P2O7)2,LFP-family,89,Recommend,0,0.632833,0.702404,0.235285,0.829927,0.374767,0.414117,0.389631,0.153282
mp-753130,Li4CuF7,Other lithium material,47,Caution,0,0.418769,0.160849,0.653842,0.694643,0.620786,0.992744,0.348478,0.713385
mp-780191,Li4Co3OF11,LCO-family,37,Avoid / Benchmark,0,0.876797,0.593991,0.227013,0.501842,0.038479,0.84591,0.336054,0.728719
mp-758793,Li2CuSiO4,Silicon-family,77,Research Candidate,0,0.766723,0.305054,0.685349,0.599831,0.537373,0.639338,0.548588,0.121764
mp-3251246,CsLi2TbBi2,Other lithium material,61,Caution,1,0.259337,0.317435,0.325136,0.509273,0.496676,0.807439,0.441255,0.271121
mp-753080,Li3V(OF)2,Other lithium material,47,Caution,0,0.502431,0.208102,0.278409,0.665055,0.438062,0.70469,0.609716,0.593994
mp-771170,Li3Zn2Fe19O32,Other lithium material,54,Caution,0,0.612365,0.306254,0.048925,0.803942,0.339045,0.578827,0.499993,0.424372
mp-1196988,K5Li2PrF10,Other lithium material,57,Caution,1,0.325376,0.080656,0.295936,0.402991,0.549773,0.62995,0.114212,0.725603
mp-3258524,Sr2LiAlSb4,Other lithium material,61,Caution,1,0.42654,0.200803,0.676237,0.680214,0.578938,0.867317,0.36795,0.387458
mp-25410,LiMnPO4F,LMO-family,88,Research Candidate,1,0.916283,0.616042,0.0,0.618142,0.843677,0.692609,0.450699,0.724918
mp-753866,Li2VCr(P2O7)2,Other lithium material,63,Caution,1,0.627493,0.29052,0.040476,0.799453,0.336581,0.574943,0.513429,0.419239
mp-3215276,Sr4LiCuO6,Other lithium material,61,Caution,1,0.507687,0.24421,0.302914,0.647685,0.399816,0.57697,0.627288,0.281147
mp-3209214,Na3Li2TiSb3,Other lithium material,63,Caution,1,0.31191,0.303369,0.335093,0.579308,0.496795,0.827202,0.374744,0.276742
mp-3333259,LiY3Pd5,Other lithium material,61,Caution,1,0.113151,0.555744,0.47474,0.665327,0.483972,0.612501,0.413346,0.294161
mp-1259488,LiFe(SiO3)2,Silicon-family,82,Research Candidate,0,0.689917,0.359732,0.337323,0.509178,0.455498,0.603979,0.529475,0.01164
mp-1209665,Rb3LiPb4,Other lithium material,51,Caution,1,0.303336,0.303866,0.339317,0.577026,0.499512,0.829023,0.36388,0.282697
mp-757535,Li35(RuO4)12,Other lithium material,55,Caution,0,0.487699,0.382776,0.798776,0.928221,0.468977,0.429812,0.569679,0.41452
mp-760408,LiZnO2,Other lithium material,51,Caution,0,0.327292,0.502103,0.450833,0.771629,0.386635,0.37411,0.630471,0.298744
mp-1177309,Li4V3P8O29,Other lithium material,53,Caution,0,0.621619,0.153089,0.647916,0.759117,0.481978,0.619147,0.616146,0.393403
mp-3211688,Li4Ca3(GeN3)2,Other lithium material,61,Caution,1,0.435147,0.167162,0.666801,0.659905,0.578885,0.864193,0.371336,0.383755
mp-1175160,Li7Mn4CoO12,LCO-family,46,Avoid / Benchmark,0,0.969213,0.76702,0.23813,0.441606,0.184231,0.728377,0.354276,0.643337
mp-3204513,Li3Hf(Ta2N3)4,Other lithium material,61,Caution,1,0.145242,0.545423,0.473409,0.694543,0.48142,0.618008,0.398167,0.291138
mp-1040115,NaLiMg30O31,Other lithium material,53,Caution,0,0.533528,0.223682,0.302363,0.666652,0.400087,0.582305,0.605061,0.283807
mp-555082,CsLi5(BO3)2,Other lithium material,61,Caution,1,0.612933,0.012685,0.64473,0.575938,0.495619,0.2992,0.370541,0.523454
mp-1174511,Li7Mn2(CoO4)3,LCO-family,44,Avoid / Benchmark,0,0.966127,0.776343,0.240751,0.446642,0.184165,0.729461,0.352939,0.643648
mp-3207657,Li5Al16InPt7,Other lithium material,61,Caution,1,0.165402,0.540019,0.477871,0.723068,0.481218,0.627225,0.368341,0.291359
mp-778478,Li5NiO4,Other lithium material,47,Caution,0,0.499452,0.241634,0.306503,0.643752,0.402392,0.579215,0.614977,0.285635
mp-5920,LiAlGe,Other lithium material,61,Caution,1,0.128262,0.282327,0.325208,0.186604,0.525371,0.442618,0.468506,0.572077
mp-3203106,LiGa2AgS4,Li-S or sulfide-family,78,Research Candidate,1,0.461574,0.427956,0.363591,0.398119,0.552354,0.842376,0.317086,0.00341
mp-758521,LiCoSiO4,LCO-family,43,Avoid / Benchmark,0,0.765025,0.568419,0.502857,0.310672,0.060692,0.712944,0.493011,0.268713
mp-1211322,Li2Sm(NO3)5,Other lithium material,61,Caution,1,0.514041,0.217132,0.296389,0.63362,0.399301,0.57734,0.622553,0.274392
mp-752552,Li2V(CO3)2,Carbon-family,85,Recommend,0,0.61557,0.394497,0.329409,0.42759,0.455015,0.581369,0.610641,0.00315
mp-603606,Li2Fe3(P2O7)2,LFP-family,94,Recommend,0,0.774027,0.278929,0.678109,0.584826,0.537367,0.636957,0.550941,0.11924
mp-759449,Li3Ag2F5,Other lithium material,47,Caution,0,0.418297,0.306047,0.053895,0.743825,0.478103,0.952975,0.228021,0.746362
mp-776176,Li4Ti3V3(CuO8)2,LTO-family,75,Research Candidate,0,0.771596,0.463479,0.084934,0.659581,0.392061,0.598702,0.438388,0.150861
mp-777457,Li2FeF4,Other lithium material,50,Caution,0,0.432215,0.115372,0.641359,0.669467,0.620812,0.988689,0.352153,0.709363
mp-807730,LiV2P4(HO8)2,Other lithium material,48,Caution,0,0.468872,0.564839,0.201417,0.983523,0.317888,0.39846,0.451146,0.412826
mp-1662960,Li2CoSn(PO4)2,LCO-family,43,Avoid / Benchmark,0,0.900597,0.447693,0.837658,0.417357,0.139881,0.754513,0.483916,0.370867
mp-3324303,Li3MgZn8,Other lithium material,61,Caution,1,0.12827,0.552086,0.478452,0.687709,0.483735,0.620069,0.389281,0.293707
mp-753136,Li2MnV2O6,LMO-family,80,Research Candidate,0,0.911952,0.656193,0.029182,0.599137,0.808349,0.5657,0.460611,0.419925
mp-3201318,Li2TiAs2Pd,Other lithium material,53,Caution,1,0.283861,0.316816,0.331713,0.547536,0.496809,0.817442,0.408636,0.275118
mp-3212907,Li2IrRhS8,Li-S or sulfide-family,78,Research Candidate,1,0.569685,0.516751,0.11934,0.585231,0.491916,0.849403,0.177419,0.15313
mp-29250,Li6VCl8,Other lithium material,61,Caution,1,0.135505,0.259271,0.317165,0.169762,0.526085,0.43609,0.482052,0.575585
mp-3259042,Li(TiS2)4,Li-S or sulfide-family,80,Research Candidate,1,0.448943,0.575445,0.863273,0.695814,0.622098,0.696591,0.254704,0.143421
mp-18997,LiMnPO4,LMO-family,92,Research Candidate,1,0.800667,0.463449,0.284418,0.273955,0.882631,0.247818,0.33221,0.407241
mp-766599,Li3VPCO7,Carbon-family,87,Recommend,0,0.779116,0.434058,0.076837,0.642215,0.391954,0.596366,0.440307,0.147151
mp-3248087,Li2Sm2Si2Sb,Other lithium material,63,Caution,1,0.189162,0.532204,0.481788,0.753064,0.481295,0.635688,0.339403,0.293889
mp-3253559,KLiThS3,Li-S or sulfide-family,78,Research Candidate,1,0.479023,0.410566,0.361142,0.405191,0.552845,0.843152,0.309245,0.007171
mp-766823,Li7Ti11O24,LTO-family,85,Research Candidate,1,0.640912,0.52727,0.834018,0.769553,0.525085,0.447273,0.506676,0.148508
mp-3170159,Li4La3PrSi8,Other lithium material,63,Caution,1,0.304885,0.428561,0.823278,0.855712,0.563279,0.677111,0.328797,0.403361
mp-1026831,SrLiMg14,Other lithium material,51,Caution,0,0.19093,0.531993,0.48926,0.768109,0.483825,0.643243,0.310748,0.299569
mp-763567,LiV(CO3)2,Carbon-family,84,Recommend,0,0.778559,0.275308,0.678597,0.589666,0.537188,0.63939,0.543095,0.117934
mp-3290367,Li3Ac4In5,Other lithium material,61,Caution,1,0.296305,0.430218,0.827621,0.853848,0.566109,0.678433,0.31934,0.410346
mp-686160,Li17Nb20O60,Other lithium material,53,Caution,0,0.482469,0.543054,0.201283,0.981118,0.326895,0.387197,0.459124,0.453573
mp-3247572,Li2Dy2Si3,Other lithium material,63,Caution,1,0.180466,0.533956,0.486164,0.751196,0.484112,0.637063,0.329844,0.300774
mp-1174329,Li5Mn2CoO8,LCO-family,46,Avoid / Benchmark,0,0.980602,0.596525,0.832709,0.385489,0.326709,0.768892,0.467996,0.606832
mp-1100586,Li9Mn2Co5O16,LCO-family,43,Avoid / Benchmark,0,0.852461,0.836287,0.982262,0.563054,0.311016,0.57862,0.431609,0.623215
mp-3202744,LiY(NiIr)2,Other lithium material,57,Caution,1,0.197805,0.530149,0.483943,0.765948,0.481152,0.640073,0.325493,0.293574
mp-8407,Li3LaP2,Other lithium material,63,Caution,1,0.252687,0.318784,0.329249,0.508454,0.499766,0.807831,0.433738,0.280344
mp-1194993,Cs2LiNd(BO3)2,Other lithium material,61,Caution,1,0.516646,0.101361,0.297299,0.47912,0.410797,0.258477,0.381469,0.406559
